student_id,age,gender,study_hours_per_day,sleep_hours,phone_usage_hours,social_media_hours,youtube_hours,gaming_hours,breaks_per_day,coffee_intake_mg,exercise_minutes,assignments_completed,attendance_percentage,stress_level,focus_score,productivity_score,final_grade
4543,20,Female,6.47,4.78,1.47,1.3,0.8,0.0,6,441 mg,37.0,9,79.24%,8,38.85,82.21,69.17
4544,22,F,3.36,4.79,9.8,3.94,2.62,2.44,12,416 mg,17.0,2,59.84%,9,0.0,26.07,57.98
4545,17,Male,5.83,5.97,5.55,2.8,1.04,2.49,6,404 mg,20.0,11,79.71%,9,3.88,27.79,71.74
4546,22,Female,6.45,5.95,4.2,2.02,1.4,0.0,1,322 mg,62.0,13,90.65%,5,29.06,75.64,76.8
4547,29,Male,7.03,6.07,5.77,2.22,0.69,1.53,6,387 mg,74.0,13,78.33%,6,19.48,54.9,62.63
4548,20,Male,3.33,6.17,4.3,1.85,1.14,0.84,9,245 mg,44.0,9,68.65%,7,26.67,34.98,60.28
4549,25,Female,4.29,4.75,8.31,2.94,2.54,3.55,10,455 mg,48.0,5,69.02%,9,0.0,31.69,61.33
4550,20,Male,5.46,6.41,3.09,1.16,0.0,0.9,7,368 mg,43.0,9,69.94%,8,36.16,65.15,70.33
4551,24,Male,3.88,6.4,2.84,1.7,1.52,0.42,5,243 mg,56.0,7,73.46%,5,32.85,59.94,61.01
4552,29,Female,0.54,5.42,9.98,4.65,3.45,3.99,10,404 mg,35.0,2,48.52%,10,0.0,22.14,56.96
4553,26,Female,5.06,8.79,2.89,1.23,1.55,1.82,7,321 mg,32.0,9,73.67%,5,36.85,61.81,68.3
4554,27,Male,3.33,4.11,9.16,3.36,3.08,1.28,7,432 mg,0.0,3,60.45%,10,0.0,30.37,65.42
4555,26,Female,8.49,4.93,5.71,2.33,2.06,1.65,4,322 mg,13.0,16,87.35%,7,15.21,54.26,91.94
4556,24,Male,2.79,4.78,11.58,4.65,3.72,3.27,13,502 mg,23.0,5,59.66%,10,0.0,31.6,61.64
4557,24,Male,2.17,4.9,6.2,2.9,0.69,3.52,10,416 mg,18.0,5,65.16%,10,0.0,28.82,60.59
4558,21,Female,4.51,6.09,9.73,4.35,2.72,2.84,7,427 mg,70.0,6,63.05%,10,6.29,32.6,57.98
4559,26,Other,8.84,6.55,2.26,0.55,1.39,1.69,4,289 mg,82.0,19,90.20%,5,43.21,96.9,85.77
4560,25,M,2.2,8.4,3.71,1.76,0.69,2.8,15,302 mg,85.0,2,53.98%,8,21.24,52.91,54.72
4561,27,M,3.27,6.61,7.59,3.82,1.83,2.99,9,460 mg,40.0,6,68.56%,8,22.31,50.82,75.07
4562,19,Male,7.12,7.47,3.02,0.87,0.38,2.71,4,269 mg,57.0,14,96.33%,6,45.25,81.19,59.57
4563,18,Male,4.87,5.75,7.49,3.08,1.15,1.79,7,291 mg,71.0,8,74.93%,7,15.6,38.33,82.79
4564,22,Male,3.83,7.38,9.49,4.04,2.79,1.25,10,374 mg,42.0,4,57.77%,8,4.21,39.75,70.82
4565,23,Male,5.7,5.95,1.94,0.71,0.12,0.0,6,302 mg,49.0,11,67.88%,5,38.67,75.05,83.05
4566,29,Male,3.22,5.32,9.35,3.91,2.8,4.09,9,536 mg,12.0,4,50.25%,10,0.0,24.56,56.69
4567,25,Female,2.08,5.72,10.47,3.92,3.12,4.16,8,,27.0,3,58.28%,10,0.0,13.89,74.98
4568,26,Male,6.16,6.28,3.7,2.17,0.25,1.08,9,339 mg,55.0,8,80.83%,5,31.88,76.12,75.02
4569,24,Female,3.43,7.78,4.33,1.49,1.31,0.0,10,251 mg,46.0,6,57.71%,5,35.2,58.58,80.63
4570,22,Male,7.02,4.08,9.68,4.45,2.1,5.2,7,528 mg,0.0,12,75.25%,10,0.0,37.31,83.96
4571,19,Female,2.31,6.16,5.95,2.12,2.37,0.46,8,248 mg,40.0,4,41.99%,8,18.48,46.92,87.36
4572,18,Male,3.91,6.92,8.77,4.17,2.96,3.13,3,329 mg,74.0,11,71.83%,7,11.72,40.02,88.04
4573,22,Female,8.51,7.59,3.02,1.01,1.53,2.43,4,167 mg,74.0,18,90.35%,2,59.09,99.5,77.46
4574,21,Male,2.72,4.99,3.56,1.3,1.51,1.53,8,320 mg,55.0,4,67.29%,6,11.41,41.94,73.75
4575,26,Male,1.77,7.19,9.64,4.72,2.97,3.98,10,385 mg,51.0,4,54.01%,8,6.41,12.12,69.76
4576,18,F,9.28,6.39,1.7,1.62,0.44,0.73,4,408 mg,16.0,18,94.81%,6,33.8,79.71,81.5
4577,19,Male,3.09,5.61,6.31,3.79,2.05,2.87,9,314 mg,53.0,4,51.47%,7,6.29,36.15,58.0
4578,21,Male,9.92,6.78,2.61,1.44,2.16,0.0,1,203 mg,59.0,15,95.45%,4,42.47,97.27,85.47
4579,27,Female,7.5,6.98,6.36,3.31,2.39,1.49,3,322 mg,45.0,15,88.21%,5,34.21,61.18,55.67
4580,20,Male,8.58,6.49,2.53,0.84,0.41,0.87,5,351 mg,57.0,16,98.82%,6,32.94,79.03,77.58
4581,23,Male,5.41,6.82,5.33,2.38,1.07,2.78,7,279 mg,56.0,11,70.14%,5,31.17,48.81,74.3
4582,26,Male,3.77,6.28,6.45,3.6,1.58,0.86,8,331 mg,81.0,6,65.02%,7,30.27,42.18,72.64
4583,18,Female,2.92,6.28,11.29,5.42,3.83,4.34,10,426 mg,75.0,4,59.03%,8,0.0,29.11,75.46
4584,19,Male,5.46,5.82,8.22,4.31,2.95,2.23,2,394 mg,49.0,13,81.61%,9,5.0,37.93,54.94
4585,22,Male,0.82,5.42,8.57,4.11,2.53,1.55,8,600 mg,,4,47.19%,10,0.0,15.83,62.35
4586,22,Female,3.94,5.44,11.27,5.6,2.29,4.35,9,583 mg,9.0,9,63.77%,9,0.0,15.1,58.86
4587,17,Male,4.86,6.29,6.99,3.36,1.89,1.13,7,420 mg,47.0,6,62.92%,8,22.7,53.72,70.73
4588,27,Female,3.96,3.95,4.08,1.3,1.44,3.82,12,476 mg,,8,74.18%,10,12.01,22.12,72.31
4589,27,Male,4.76,7.43,5.63,2.51,1.22,2.58,5,345 mg,52.0,7,77.79%,7,22.25,51.34,44.48
4590,24,Male,3.38,8.3,6.83,2.7,3.35,3.15,7,322 mg,61.0,6,61.01%,7,5.26,52.99,70.27
4591,21,F,6.52,8.23,6.24,2.68,2.41,1.49,5,310 mg,65.0,15,80.16%,5,26.47,66.31,100.0
4592,18,Male,4.98,7.29,4.21,1.71,1.54,0.15,7,366 mg,53.0,8,59.93%,5,42.74,76.43,69.46
4593,28,Male,6.8,6.25,9.84,3.51,2.56,4.37,7,480 mg,37.0,15,78.68%,7,0.0,36.44,57.73
4594,24,Female,6.33,7.47,0.34,0.96,1.06,0.0,7,177 mg,79.0,13,93.74%,5,52.36,100.0,100.0
4595,28,Female,7.42,4.91,1.96,0.81,0.0,0.86,5,382 mg,50.0,14,78.47%,6,40.84,83.82,74.47
4596,26,Male,5.27,6.26,4.58,2.23,1.43,1.39,10,373 mg,40.0,8,70.47%,7,31.12,59.58,54.23
4597,26,Female,6.71,6.81,6.57,4.81,2.95,3.21,7,361 mg,81.0,11,81.16%,6,11.75,61.18,70.67
4598,20,Female,8.38,7.41,4.39,1.92,0.8,1.38,3,259 mg,25.0,18,99.74%,5,32.98,74.37,83.44
4599,22,Female,4.39,6.12,5.67,1.75,0.68,1.84,9,464 mg,0.0,6,63.56%,8,23.88,32.95,75.81
4600,27,Male,2.76,6.34,7.11,3.42,2.58,3.64,5,375 mg,81.0,5,66.25%,8,9.48,49.09,67.53
4601,17,Female,5.61,6.46,4.95,2.87,1.7,2.01,8,375 mg,65.0,11,70.99%,5,38.99,73.44,70.06
4602,21,Female,5.73,7.14,6.37,3.21,2.03,1.67,6,,54.0,13,86.11%,5,40.92,64.53,84.9
4603,26,Female,4.15,4.93,9.52,4.54,2.44,3.62,10,560 mg,27.0,8,64.65%,10,0.0,32.08,73.7
4604,28,Male,1.43,6.93,7.5,3.81,2.21,2.27,9,305 mg,39.0,1,64.36%,7,1.88,24.84,40.65
4605,26,Female,5.5,5.36,8.08,4.31,3.18,4.35,6,434 mg,38.0,13,63.80%,8,1.87,35.5,63.74
4606,29,Male,6.71,6.48,6.0,2.8,2.08,1.51,3,332 mg,61.0,14,80.24%,6,23.6,53.87,87.74
4607,23,Female,1.37,4.56,8.71,3.85,2.93,2.18,10,537 mg,12.0,1,46.53%,10,0.0,22.58,67.19
4608,30,Female,3.8,7.5,3.13,1.79,1.2,1.85,8,201 mg,95.0,6,61.96%,6,32.95,62.48,57.43
4609,29,Female,9.29,6.0,,2.1,1.28,2.59,5,150 mg,97.0,18,99.74%,2,49.19,93.74,92.65
4610,29,Female,5.24,5.05,3.13,0.39,1.29,1.6,6,542 mg,29.0,11,75.75%,8,14.38,67.1,80.63
4611,27,Male,3.81,6.01,7.79,3.52,4.1,3.76,10,390 mg,38.0,2,59.01%,7,6.48,28.64,63.94
4612,18,F,8.13,5.8,8.7,3.23,2.99,3.5,6,389 mg,52.0,13,78.94%,8,10.99,56.91,82.02
4613,18,Female,3.66,6.48,7.64,4.14,1.55,4.15,7,490 mg,38.0,9,62.59%,7,29.8,54.25,74.71
4614,25,Female,3.34,6.88,3.66,1.68,0.45,3.13,5,319 mg,41.0,7,57.49%,7,20.72,70.21,74.34
4615,18,Male,7.02,6.37,4.42,1.84,0.58,2.29,6,330 mg,54.0,11,82.26%,7,33.05,64.27,83.52
4616,30,Female,6.96,5.53,7.16,3.27,2.86,4.75,7,391 mg,44.0,13,84.16%,7,13.6,61.06,64.7
4617,20,Male,8.98,7.69,4.34,1.95,1.35,0.0,1,252 mg,93.0,20,93.23%,5,37.07,100.0,68.94
4618,19,Other,8.29,4.44,2.7,1.26,0.7,0.0,5,342 mg,34.0,16,86.58%,8,17.82,62.16,82.63
4619,27,Female,7.07,5.28,3.2,1.03,1.52,0.07,2,440 mg,0.0,17,79.50%,6,21.16,42.17,78.0
4620,26,Male,5.4,6.99,5.39,1.36,0.74,1.72,7,315 mg,47.0,10,77.13%,5,34.53,50.2,74.52
4621,22,Female,8.77,8.02,4.02,1.4,0.73,1.93,9,235 mg,78.0,18,82.25%,4,41.25,88.22,80.43
4622,23,Female,2.91,6.48,9.62,3.82,1.79,1.22,10,348 mg,46.0,5,64.64%,6,2.97,32.48,58.54
4623,21,Male,6.59,5.91,4.85,2.15,1.86,3.29,7,452 mg,45.0,15,88.14%,7,24.74,58.85,64.14
4624,23,Female,4.65,5.91,5.08,2.29,1.05,1.11,10,513 mg,24.0,10,73.60%,8,13.04,43.07,69.7
4625,28,Male,8.15,6.94,4.47,1.68,0.51,2.3,4,343 mg,46.0,15,79.29%,7,28.41,74.23,78.42
4626,29,Male,3.19,7.64,2.29,0.0,0.14,1.09,8,336 mg,53.0,7,61.14%,7,37.73,68.04,78.93
4627,24,Male,4.57,6.0,12.0,4.95,3.32,4.92,7,459 mg,11.0,9,69.12%,10,0.0,37.82,54.47
4628,26,Female,7.51,5.24,2.53,1.39,0.11,2.19,6,473 mg,0.0,15,99.14%,8,21.12,62.49,91.64
4629,22,Male,6.01,5.7,1.41,0.11,1.1,1.65,6,217 mg,50.0,13,81.19%,6,38.55,88.17,68.54
4630,25,Female,3.21,7.55,9.72,4.3,2.97,3.62,9,284 mg,75.0,1,49.93%,7,5.37,31.37,56.97
4631,26,Female,4.86,5.42,7.79,3.33,0.97,3.53,7,437 mg,55.0,7,76.35%,7,2.9,47.78,67.92
4632,19,Male,5.62,7.09,7.63,3.48,1.68,2.31,4,334 mg,52.0,10,73.25%,6,25.01,55.57,62.12
4633,22,Female,6.36,6.91,6.54,3.01,2.45,1.23,7,363 mg,78.0,11,89.28%,5,34.39,80.07,75.31
4634,18,Male,6.38,5.85,7.02,2.35,1.86,4.24,7,408 mg,23.0,11,72.05%,7,20.19,55.25,48.67
4635,30,Female,9.06,7.66,4.61,1.33,1.05,1.69,6,289 mg,72.0,17,98.96%,7,25.74,87.52,81.74
4636,23,Male,9.94,6.25,3.71,1.1,1.01,1.26,5,223 mg,96.0,20,94.08%,4,36.24,84.93,98.94
4637,23,Female,4.44,7.23,6.6,2.16,2.88,2.18,7,,59.0,5,70.45%,7,22.46,38.94,74.35
4638,17,Female,1.98,5.6,9.88,5.2,2.6,2.92,7,432 mg,0.0,2,40.00%,10,0.0,19.83,45.59
4639,18,Male,8.85,7.83,1.83,0.6,0.0,1.03,4,264 mg,64.0,20,93.88%,4,47.52,95.0,93.12
4640,22,Male,8.13,7.37,3.12,1.72,1.29,0.94,8,233 mg,90.0,16,89.10%,3,34.76,78.1,91.56
4641,30,Female,7.64,7.98,2.04,1.7,0.79,0.97,7,125 mg,127.0,15,87.99%,2,68.84,100.0,93.54
4642,22,Male,7.85,7.76,4.47,2.59,2.18,0.53,4,268 mg,107.0,17,95.35%,3,46.5,90.27,88.92
4643,17,Male,6.47,5.32,4.09,2.04,0.57,2.02,5,534 mg,4.0,12,72.39%,6,31.52,48.93,73.72
4644,20,Male,8.98,8.42,2.79,1.02,1.05,0.0,6,248 mg,62.0,14,93.12%,5,37.82,77.68,62.68
4645,28,Female,1.8,4.94,8.16,4.05,2.23,3.1,10,457 mg,,4,60.46%,10,0.0,30.33,73.37
4646,22,Male,1.36,6.4,7.4,4.37,1.56,1.53,11,391 mg,54.0,2,55.92%,9,0.0,38.12,65.44
4647,28,Male,6.68,5.33,8.64,3.85,0.91,0.66,8,501 mg,33.0,15,82.29%,8,9.24,39.75,78.56
4648,23,Female,7.67,7.79,2.47,1.4,0.73,1.72,5,352 mg,74.0,17,92.39%,3,43.29,74.16,63.1
4649,30,Male,7.24,5.89,4.53,3.05,2.32,2.99,4,359 mg,27.0,17,84.65%,6,35.56,57.42,86.89
4650,24,Female,4.97,6.03,6.66,3.77,2.22,3.99,7,407 mg,33.0,7,80.43%,8,14.19,45.73,
4651,29,Male,4.62,6.61,5.68,3.22,1.47,1.46,6,306 mg,64.0,7,58.82%,7,30.03,49.41,72.45
4652,22,Male,3.32,7.44,9.97,4.58,2.88,3.77,7,340 mg,89.0,6,70.58%,5,16.33,31.28,57.92
4653,22,Female,6.28,8.41,3.27,1.6,0.71,1.57,6,206 mg,47.0,12,79.21%,3,48.28,78.35,63.11
4654,20,F,6.95,6.85,4.68,2.39,2.07,0.22,7,304 mg,17.0,14,85.27%,7,26.05,65.82,65.69
4655,26,Female,4.11,4.75,6.91,2.36,2.46,1.79,10,344 mg,29.0,1,53.78%,10,0.0,18.77,49.77
4656,25,Male,6.97,5.64,9.96,4.58,2.99,3.25,5,382 mg,12.0,10,82.61%,9,11.2,49.38,59.51
4657,17,Male,5.64,7.35,9.24,3.67,2.13,3.96,8,395 mg,47.0,10,68.17%,9,14.88,37.15,83.93
4658,24,Male,6.02,7.36,2.48,1.21,0.3,0.0,5,223 mg,75.0,14,80.43%,3,46.89,95.79,78.76
4659,25,Male,4.16,5.4,3.86,2.09,1.27,2.36,6,359 mg,16.0,11,67.21%,5,26.59,57.48,80.45
4660,29,Male,6.92,7.18,1.63,0.37,0.54,0.0,5,,76.0,13,72.91%,3,51.84,78.94,80.77
4661,24,Male,0.63,6.25,7.87,3.1,2.4,3.46,11,455 mg,21.0,0,54.78%,10,0.0,24.88,72.39
4662,17,Male,1.85,5.1,7.16,3.41,2.13,3.18,12,339 mg,12.0,3,58.28%,9,0.0,32.9,51.02
4663,29,Male,3.72,4.8,9.04,4.23,2.94,2.67,9,475 mg,33.0,4,65.07%,10,0.0,27.93,62.45
4664,21,Other,8.44,7.29,0.91,0.44,0.38,0.33,2,274 mg,31.0,18,91.33%,4,50.37,93.83,84.36
4665,29,Female,8.66,7.43,3.26,1.68,0.59,1.27,1,195 mg,84.0,14,91.62%,3,64.4,100.0,98.69
4666,17,Male,4.22,8.27,5.82,2.09,1.87,2.96,10,259 mg,80.0,9,69.76%,6,30.28,50.14,89.18
4667,25,Female,5.59,6.91,11.66,5.92,3.36,4.83,7,237 mg,49.0,12,66.60%,7,4.08,38.56,64.04
4668,29,Female,7.22,4.86,1.7,1.86,0.62,1.21,9,442 mg,15.0,10,90.46%,6,41.36,66.01,73.26
4669,20,Male,2.59,5.29,12.0,5.97,3.48,4.89,8,588 mg,29.0,4,64.24%,10,0.0,13.15,62.12
4670,23,Female,8.43,6.86,6.36,3.16,2.23,1.86,3,318 mg,80.0,16,89.63%,4,35.11,69.38,74.52
4671,29,Male,8.16,5.56,5.82,2.65,1.14,3.78,4,312 mg,84.0,18,82.10%,5,20.4,75.08,89.56
4672,23,Female,3.78,5.7,3.9,1.94,1.12,0.43,6,263 mg,65.0,6,71.20%,6,14.72,56.3,66.28
4673,25,Female,6.93,6.55,1.88,0.91,0.36,0.56,7,378 mg,57.0,16,87.35%,4,50.02,71.21,66.44
4674,27,M,5.16,5.58,1.87,0.2,0.18,0.0,7,486 mg,9.0,12,77.12%,8,27.09,52.7,74.56
4675,17,Male,4.68,4.39,11.82,4.72,2.7,3.39,7,590 mg,26.0,11,73.78%,10,0.0,17.3,82.05
4676,17,Male,6.03,6.73,1.99,0.6,0.84,2.73,7,197 mg,84.0,11,68.96%,5,44.1,78.46,86.97
4677,22,Female,7.34,8.5,3.15,1.95,1.32,1.07,2,190 mg,66.0,16,89.77%,4,47.31,86.81,75.89
4678,24,Female,8.16,6.08,3.48,1.83,1.28,1.06,6,353 mg,58.0,18,89.64%,5,36.51,82.09,64.06
4679,25,Male,9.77,7.8,0.01,0.4,0.0,1.01,4,258 mg,83.0,20,98.11%,4,49.07,100.0,88.3
4680,22,M,1.37,5.05,9.44,3.96,1.76,2.19,15,339 mg,41.0,0,53.65%,9,0.0,23.84,73.99
4681,17,Female,3.65,5.47,7.27,2.89,2.49,3.52,12,483 mg,34.0,6,65.81%,10,5.76,34.01,83.72
4682,27,Female,9.81,7.24,2.11,0.44,0.35,2.05,7,196 mg,91.0,19,100.00%,3,43.92,99.23,78.36
4683,20,Female,6.61,5.49,9.38,4.17,2.17,2.14,8,415 mg,62.0,9,83.66%,9,1.59,36.51,57.08
4684,19,Male,2.93,6.92,6.7,3.21,1.7,1.82,6,207 mg,90.0,4,61.61%,5,24.34,51.6,55.69
4685,21,Male,2.34,5.78,5.15,2.21,1.44,1.32,11,476 mg,8.0,6,57.67%,9,0.0,14.61,54.44
4686,21,Male,8.49,6.17,6.72,4.21,2.36,1.39,8,408 mg,38.0,12,86.90%,6,12.91,67.49,88.21
4687,25,Male,8.31,4.91,2.64,1.19,1.78,1.64,6,353 mg,24.0,15,84.95%,7,36.01,74.66,71.88
4688,20,Female,6.46,7.49,4.62,1.97,2.12,3.35,8,93 mg,81.0,12,77.37%,4,45.26,81.65,79.16
4689,29,Female,2.69,6.7,8.84,3.71,3.99,3.41,11,400 mg,54.0,4,59.35%,6,13.41,25.68,49.65
4690,26,Female,4.66,5.97,9.39,4.33,2.06,4.22,6,383 mg,62.0,9,68.50%,8,0.0,29.77,42.54
4691,23,M,7.7,7.75,8.41,3.95,2.66,3.11,6,438 mg,73.0,14,83.28%,4,25.29,58.78,75.16
4692,21,Female,6.99,8.66,1.24,0.08,0.0,0.0,3,252 mg,89.0,11,79.81%,2,63.31,98.14,72.39
4693,18,Male,2.89,7.79,10.16,3.63,3.49,2.77,11,376 mg,70.0,5,66.43%,8,4.41,28.22,77.95
4694,18,Male,3.45,4.99,7.78,3.51,2.18,2.45,8,494 mg,57.0,7,63.90%,9,0.0,38.6,83.26
4695,21,Male,5.84,6.68,6.98,3.06,2.31,2.22,8,405 mg,25.0,8,86.04%,7,33.39,47.06,56.2
4696,17,Male,2.74,4.71,9.27,4.75,2.11,3.99,7,485 mg,52.0,5,67.72%,8,3.83,28.9,63.79
4697,30,Female,2.15,7.03,5.16,1.26,2.3,0.71,11,334 mg,91.0,1,65.64%,4,31.92,56.32,73.79
4698,24,Female,4.53,6.22,8.42,3.87,2.43,2.93,11,393 mg,50.0,4,62.55%,8,9.2,42.28,57.69
4699,23,Male,7.99,6.32,1.9,1.56,0.69,1.06,6,410 mg,45.0,15,89.86%,6,33.5,88.71,81.58
4700,21,Female,2.7,4.18,9.07,3.84,3.22,3.09,12,600 mg,44.0,1,53.98%,10,0.0,38.04,49.79
4701,23,Male,4.57,4.85,4.4,2.31,2.04,1.54,5,551 mg,11.0,9,61.64%,8,19.06,39.94,69.86
4702,18,Female,8.3,6.09,6.97,3.17,0.8,2.74,3,462 mg,41.0,17,88.47%,8,21.73,58.44,79.77
4703,18,Female,6.84,6.96,0.57,0.15,0.17,0.58,5,230 mg,54.0,9,77.62%,6,49.75,92.48,83.58
4704,23,Male,6.1,5.93,7.44,2.7,2.02,3.29,7,341 mg,63.0,13,79.98%,6,24.25,64.32,71.03
4705,26,Female,6.44,6.47,4.68,1.58,1.52,2.68,5,,56.0,12,78.56%,6,28.92,75.1,82.35
4706,19,F,4.19,3.94,10.02,5.06,2.79,5.43,8,414 mg,33.0,7,62.34%,10,0.0,24.53,64.16
4707,21,Male,7.81,7.23,2.25,2.39,0.7,0.43,4,354 mg,64.0,16,92.07%,5,42.46,89.26,59.67
4708,20,Female,4.17,6.04,5.24,1.67,1.3,1.6,9,405 mg,58.0,7,62.50%,7,23.67,67.43,69.86
4709,17,Female,7.16,7.66,5.29,2.31,1.64,2.03,2,192 mg,115.0,11,85.98%,4,44.51,86.88,80.72
4710,20,Female,4.03,6.69,5.63,3.39,0.85,0.59,5,303 mg,77.0,10,69.09%,8,19.49,49.25,
4711,30,Male,2.93,4.75,8.37,3.87,2.53,1.41,9,433 mg,35.0,8,50.12%,8,0.0,32.68,62.33
4712,27,Male,7.39,7.65,2.35,0.8,0.97,0.0,5,238 mg,69.0,14,90.29%,5,29.89,70.54,60.58
4713,20,Female,6.0,4.97,6.02,1.82,1.63,1.91,4,367 mg,23.0,8,66.83%,7,2.52,39.34,63.07
4714,18,Male,6.2,6.34,8.85,4.51,2.24,2.08,7,453 mg,64.0,14,81.74%,9,0.0,29.83,36.33
4715,18,Male,3.75,6.01,8.24,3.62,1.89,4.38,10,394 mg,,6,58.88%,8,0.0,42.68,79.37
4716,24,Female,8.61,6.81,0.07,0.41,0.06,0.0,6,239 mg,66.0,15,90.07%,4,38.72,100.0,77.49
4717,29,Male,3.97,4.26,4.9,2.7,1.02,1.0,9,432 mg,29.0,5,54.37%,9,5.89,43.53,68.34
4718,27,Female,2.79,6.47,1.93,1.16,1.58,0.68,7,,88.0,7,70.23%,6,32.41,60.47,92.58
4719,19,Other,7.48,7.95,2.38,0.28,0.0,1.32,6,255 mg,77.0,18,89.16%,4,57.13,97.19,67.28
4720,18,Female,7.93,5.65,1.29,1.58,0.97,0.94,4,345 mg,42.0,15,90.18%,5,38.26,74.73,88.4
4721,27,Male,8.28,6.06,2.8,1.37,0.31,1.0,4,364 mg,30.0,17,96.34%,7,17.32,68.62,79.52
4722,21,Female,4.51,5.8,12.0,5.28,3.03,2.51,6,453 mg,75.0,8,68.42%,8,0.0,37.98,70.47
4723,21,Other,5.28,5.12,3.61,1.4,1.67,1.46,5,385 mg,57.0,12,75.49%,9,23.93,44.18,65.88
4724,23,Female,6.26,4.47,2.6,1.97,0.6,0.71,5,429 mg,0.0,14,72.80%,8,34.65,54.06,79.42
4725,30,Male,6.8,8.09,1.29,0.17,0.14,1.58,7,209 mg,97.0,14,79.05%,3,58.92,79.19,80.38
4726,24,Female,3.1,6.83,4.33,2.96,0.57,0.55,11,291 mg,68.0,3,55.08%,7,20.28,60.28,78.08
4727,26,Other,3.76,6.54,11.41,5.08,3.21,2.88,6,398 mg,40.0,4,49.44%,9,0.02,27.68,67.66
4728,25,Male,8.3,8.41,2.92,0.75,0.56,0.75,7,328 mg,60.0,13,88.11%,4,48.37,71.75,79.79
4729,20,Female,4.17,6.75,4.63,2.11,2.2,0.0,6,168 mg,77.0,6,71.11%,3,45.93,66.15,49.32
4730,27,Female,4.02,6.57,9.83,5.21,2.83,2.42,7,347 mg,75.0,5,67.30%,6,18.6,46.26,65.1
4731,20,Male,4.56,7.73,9.25,3.9,2.36,3.4,10,396 mg,77.0,3,57.96%,6,20.12,37.41,54.34
4732,17,Male,5.7,6.44,9.53,4.14,2.48,3.93,4,440 mg,1.0,11,71.38%,8,14.16,33.65,74.62
4733,27,Male,7.64,6.88,1.15,0.26,0.0,0.08,4,233 mg,53.0,13,85.97%,6,53.28,86.35,84.83
4734,27,Male,8.57,7.63,1.01,0.65,0.58,1.41,6,179 mg,83.0,17,95.88%,2,61.11,100.0,56.34
4735,22,Male,5.56,4.75,9.8,5.18,2.58,2.24,5,447 mg,22.0,12,77.91%,9,0.0,23.88,81.71
4736,24,Female,4.29,6.49,10.15,3.35,1.9,4.54,11,430 mg,1.0,10,68.69%,10,0.0,20.93,62.65
4737,21,Female,4.55,4.52,8.74,4.31,2.83,4.07,6,454 mg,17.0,8,62.53%,9,0.0,39.57,63.35
4738,28,Female,7.63,5.9,2.01,1.06,0.17,1.47,4,414 mg,37.0,14,80.40%,6,38.26,80.25,87.24
4739,18,Female,6.62,8.18,1.5,0.36,0.58,0.9,4,247 mg,85.0,16,85.87%,4,63.81,97.55,89.4
4740,26,Female,2.49,7.15,8.14,3.27,2.55,2.65,9,271 mg,70.0,2,59.42%,6,6.35,29.23,82.42
4741,25,Female,9.09,6.64,3.72,2.1,0.33,0.0,5,362 mg,41.0,18,91.93%,7,31.24,84.43,72.5
4742,19,Male,9.18,6.92,4.24,1.78,0.92,1.78,6,349 mg,38.0,18,91.33%,4,42.43,89.67,87.21
4743,19,Female,4.26,6.43,8.42,3.96,3.03,3.02,8,354 mg,14.0,8,65.75%,8,5.0,9.8,49.35
4744,19,Male,5.51,5.81,9.2,3.72,3.02,2.25,10,503 mg,5.0,7,74.40%,10,5.65,44.78,80.52
4745,25,Female,8.76,7.84,0.72,0.0,0.0,0.21,4,178 mg,117.0,19,93.11%,2,60.65,100.0,94.51
4746,23,Female,7.38,6.86,8.73,3.83,1.51,3.57,6,365 mg,70.0,15,86.69%,7,7.66,54.4,75.55
4747,23,Female,6.34,5.03,5.68,3.29,1.22,1.41,8,342 mg,12.0,12,85.80%,8,5.18,50.8,71.39
4748,30,Male,7.05,7.21,2.1,1.58,0.8,0.98,7,290 mg,61.0,11,73.96%,4,60.75,93.22,59.83
4749,24,Male,5.83,7.08,6.95,3.82,2.62,2.89,5,334 mg,64.0,10,68.53%,7,28.74,58.57,85.02
4750,20,Female,9.68,6.98,1.23,0.1,0.26,2.13,4,175 mg,88.0,16,95.29%,4,49.34,95.25,75.14
4751,28,Female,7.85,5.92,2.33,0.75,0.0,0.03,5,247 mg,32.0,18,85.31%,5,38.45,70.49,76.12
4752,24,Female,7.58,4.49,3.12,0.79,2.08,1.88,6,494 mg,8.0,17,92.64%,8,7.83,39.59,100.0
4753,22,Male,6.46,5.68,,1.72,0.82,2.83,3,479 mg,45.0,12,85.65%,7,23.26,56.2,81.6
4754,26,Male,3.61,6.28,6.77,2.54,1.97,1.24,8,453 mg,,7,72.41%,10,16.81,43.29,67.93
4755,25,Female,2.14,5.06,4.31,1.79,1.15,1.23,8,483 mg,45.0,2,58.99%,7,5.72,33.2,74.81
4756,17,Female,5.55,7.11,10.76,5.18,2.46,3.11,4,408 mg,64.0,11,77.84%,7,12.76,41.6,87.14
4757,25,Male,7.58,4.99,6.94,2.34,1.14,1.92,6,426 mg,33.0,13,87.18%,7,7.49,52.07,84.41
4758,17,Female,2.79,5.52,5.72,2.05,1.25,4.27,12,481 mg,17.0,4,65.43%,9,0.0,30.96,45.88
4759,24,Female,6.79,6.57,0.33,0.0,0.12,0.63,9,145 mg,,12,83.18%,4,49.91,81.19,75.47
